0.097621,0.075051,0.20513
0.14705,0.11842,0.27115
0.17792,0.1464,0.3087
0.20171,0.16835,0.33623
0.22154,0.18686,0.35839
0.23876,0.20309,0.37713
0.25411,0.21767,0.39347
0.26804,0.231,0.40804
0.28085,0.24332,0.4212
0.29274,0.25482,0.43327
0.30387,0.26562,0.44442
0.31437,0.27584,0.45482
0.32429,0.28556,0.46454
0.33374,0.29483,0.47371
0.34275,0.3037,0.48239
0.35138,0.31223,0.49062
0.35967,0.32044,0.49848
0.36765,0.32836,0.50598
0.37535,0.33602,0.51317
0.38279,0.34344,0.52007
0.39,0.35065,0.52672
0.39699,0.35765,0.53313
0.40378,0.36447,0.53931
0.41038,0.3711,0.54531
0.41681,0.37758,0.5511
0.42308,0.3839,0.55674
0.42919,0.39007,0.56219
0.43516,0.39613,0.56751
0.44099,0.40204,0.57269
0.44671,0.40784,0.57772
0.45229,0.41351,0.58263
0.45777,0.41909,0.58742
0.46314,0.42456,0.59211
0.4684,0.42994,0.59668
0.47356,0.43522,0.60115
0.47864,0.44041,0.60552
0.48362,0.44552,0.60981
0.48852,0.45055,0.61401
0.49334,0.4555,0.61813
0.49808,0.46037,0.62216
0.50275,0.46517,0.62613
0.50734,0.4699,0.63002
0.51186,0.47457,0.63384
0.51632,0.47918,0.63759
0.52072,0.48372,0.64128
0.52506,0.4882,0.64491
0.52933,0.49262,0.64848
0.53355,0.49699,0.65199
0.53771,0.50131,0.65546
0.54182,0.50558,0.65886
0.54587,0.50979,0.66222
0.54988,0.51396,0.66552
0.55384,0.51808,0.66877
0.55775,0.52215,0.67199
0.56161,0.52618,0.67516
0.56544,0.53016,0.67829
0.56921,0.53411,0.68136
0.57295,0.53801,0.6844
0.57665,0.54188,0.68741
0.58031,0.5457,0.69038
0.58392,0.54949,0.6933
0.5875,0.55324,0.69619
0.59105,0.55696,0.69905
0.59455,0.56064,0.70188
0.59803,0.56429,0.70466
0.60147,0.5679,0.70742
0.60488,0.57149,0.71015
0.60826,0.57504,0.71285
0.61161,0.57856,0.71551
0.61492,0.58205,0.71815
0.6182,0.58551,0.72076
0.62146,0.58895,0.72334
0.62468,0.59235,0.7259
0.62789,0.59573,0.72843
0.63106,0.59908,0.73093
0.6342,0.6024,0.73341
0.63732,0.6057,0.73586
0.64042,0.60898,0.73829
0.64349,0.61223,0.7407
0.64653,0.61545,0.74308
0.64955,0.61865,0.74545
0.65255,0.62183,0.74779
0.65553,0.62499,0.75011
0.65848,0.62812,0.75241
0.66141,0.63123,0.75468
0.66431,0.63432,0.75695
0.6672,0.63739,0.75918
0.67007,0.64044,0.7614
0.67291,0.64347,0.7636
0.67574,0.64648,0.76578
0.67855,0.64946,0.76795
0.68133,0.65243,0.77009
0.6841,0.65538,0.77222
0.68685,0.65832,0.77433
0.68958,0.66123,0.77643
0.69229,0.66412,0.7785
0.69499,0.667,0.78057
0.69767,0.66986,0.78261
0.70032,0.6727,0.78465
0.70297,0.67553,0.78666
0.7056,0.67834,0.78866
0.7082,0.68113,0.79064
0.7108,0.68391,0.79262
0.71338,0.68667,0.79457
0.71594,0.68942,0.79651
0.71849,0.69215,0.79844
0.72102,0.69487,0.80036
0.72354,0.69757,0.80226
0.72604,0.70025,0.80415
0.72853,0.70292,0.80602
0.731,0.70558,0.80789
0.73347,0.70822,0.80973
0.73591,0.71085,0.81158
0.73834,0.71347,0.8134
0.74076,0.71607,0.81521
0.74317,0.71866,0.81701
0.74556,0.72124,0.8188
0.74794,0.7238,0.82058
0.75031,0.72635,0.82235
0.75267,0.72889,0.82411
0.75501,0.73142,0.82585
0.75734,0.73393,0.82759
0.75966,0.73643,0.82931
0.76196,0.73892,0.83103
0.76426,0.7414,0.83273
0.76654,0.74386,0.83442
0.76882,0.74632,0.83611
0.77108,0.74876,0.83778
0.77333,0.75119,0.83945
0.77557,0.75362,0.84109
0.77779,0.75602,0.84274
0.78001,0.75842,0.84438
0.78222,0.76082,0.846
0.78442,0.76319,0.84762
0.7866,0.76556,0.84922
0.78878,0.76792,0.85083
0.79094,0.77026,0.85241
0.7931,0.7726,0.854
0.79525,0.77493,0.85557
0.79738,0.77725,0.85713
0.79951,0.77955,0.85869
0.80162,0.78185,0.86024
0.80374,0.78414,0.86178
0.80583,0.78642,0.86331
0.80793,0.78869,0.86483
0.81,0.79095,0.86635
0.81208,0.7932,0.86786
0.81414,0.79545,0.86936
0.81619,0.79768,0.87085
0.81824,0.79991,0.87233
0.82028,0.80212,0.87381
0.8223,0.80433,0.87528
0.82432,0.80653,0.87674
0.82633,0.80872,0.87821
0.82834,0.8109,0.87965
0.83033,0.81308,0.88109
0.83232,0.81524,0.88253
0.8343,0.8174,0.88396
0.83627,0.81955,0.88538
0.83824,0.82169,0.8868
0.84019,0.82383,0.8882
0.84214,0.82595,0.88961
0.84408,0.82807,0.891
0.84602,0.83018,0.89239
0.84794,0.83229,0.89378
0.84986,0.83439,0.89515
0.85177,0.83647,0.89652
0.85368,0.83856,0.89789
0.85557,0.84063,0.89924
0.85746,0.8427,0.90059
0.85935,0.84476,0.90194
0.86122,0.84681,0.90328
0.86309,0.84886,0.90461
0.86495,0.8509,0.90595
0.86681,0.85293,0.90727
0.86866,0.85496,0.90858
0.87051,0.85697,0.9099
0.87234,0.85899,0.9112
0.87417,0.86099,0.9125
