0,0,0,0.14
17,0,0,1.8
34,0,0,3.57
51,0,0,5.34
68,0,0,7.13
85,0,0,8.96
102,0,0,10.6
119,0,0,12.4
136,0,0,14.2
153,0,0,15.9
170,0,0,17.6
187,0,0,19.4
204,0,0,21.3
221,0,0,22.9
238,0,0,24.4
255,0,0,26.1
