0,0,0
0,0,0.0025483
0,0,0.0053789
0.003532,0,0.0083269
0.0082908,0,0.011354
0.012924,0,0.014441
0.017484,0,0.017576
0.021991,0,0.020753
0.026458,0,0.023966
0.030891,0,0.02721
0.035297,0.0034083,0.030482
0.039678,0.010115,0.033779
0.044038,0.016273,0.037101
0.048379,0.022154,0.040443
0.052702,0.027847,0.043806
0.05701,0.033401,0.047188
0.061304,0.038844,0.050587
0.065585,0.044196,0.054003
0.069853,0.049469,0.057434
0.07411,0.054675,0.060881
0.078356,0.059821,0.064341
0.082592,0.064914,0.067815
0.086818,0.069958,0.071302
0.091035,0.074959,0.074801
0.095244,0.079919,0.078312
0.099444,0.084842,0.081835
0.10364,0.08973,0.085368
0.10782,0.094586,0.088912
0.112,0.099412,0.092466
0.11617,0.10421,0.096031
0.12034,0.10898,0.099604
0.12449,0.11373,0.10319
0.12865,0.11845,0.10678
0.13279,0.12315,0.11038
0.13693,0.12782,0.11399
0.14107,0.13248,0.11761
0.1452,0.13711,0.12123
0.14932,0.14173,0.12487
0.15344,0.14633,0.12851
0.15755,0.15091,0.13216
0.16166,0.15548,0.13581
0.16577,0.16003,0.13947
0.16987,0.16456,0.14314
0.17397,0.16908,0.14682
0.17806,0.17358,0.1505
0.18215,0.17807,0.15419
0.18623,0.18254,0.15789
0.19031,0.187,0.16159
0.19439,0.19145,0.1653
0.19846,0.19589,0.16902
0.20253,0.20031,0.17274
0.20659,0.20472,0.17646
0.21065,0.20913,0.1802
0.21471,0.21351,0.18393
0.21877,0.21789,0.18768
0.22282,0.22226,0.19142
0.22687,0.22662,0.19518
0.23091,0.23096,0.19894
0.23495,0.2353,0.2027
0.23899,0.23963,0.20647
0.24303,0.24395,0.21025
0.24706,0.24826,0.21402
0.25109,0.25255,0.21781
0.25512,0.25685,0.2216
0.25914,0.26113,0.22539
0.26316,0.2654,0.22919
0.26718,0.26967,0.23299
0.2712,0.27392,0.2368
0.27521,0.27817,0.24061
0.27922,0.28241,0.24443
0.28323,0.28665,0.24825
0.28724,0.29087,0.25207
0.29124,0.29509,0.2559
0.29524,0.2993,0.25973
0.29924,0.3035,0.26357
0.30323,0.3077,0.26741
0.30723,0.31189,0.27125
0.31122,0.31607,0.2751
0.31521,0.32025,0.27895
0.3192,0.32442,0.28281
0.32318,0.32858,0.28667
0.32716,0.33274,0.29054
0.33114,0.33689,0.2944
0.33512,0.34103,0.29827
0.3391,0.34517,0.30215
0.34307,0.3493,0.30603
0.34705,0.35343,0.30991
0.35102,0.35755,0.3138
0.35498,0.36166,0.31769
0.35895,0.36577,0.32158
0.36291,0.36987,0.32547
0.36688,0.37397,0.32937
0.37084,0.37806,0.33328
0.3748,0.38215,0.33718
0.37875,0.38623,0.34109
0.38271,0.3903,0.345
0.38666,0.39437,0.34892
0.39061,0.39844,0.35284
0.39456,0.4025,0.35676
0.39851,0.40656,0.36069
0.40246,0.41061,0.36461
0.4064,0.41465,0.36855
0.41034,0.41869,0.37248
0.41429,0.42273,0.37642
0.41823,0.42676,0.38036
0.42216,0.43079,0.3843
0.4261,0.43481,0.38825
0.43003,0.43883,0.3922
0.43397,0.44284,0.39615
0.4379,0.44685,0.4001
0.44183,0.45085,0.40406
0.44576,0.45485,0.40802
0.44968,0.45885,0.41198
0.45361,0.46284,0.41595
0.45753,0.46683,0.41992
0.46146,0.47081,0.42389
0.46538,0.47479,0.42786
0.4693,0.47877,0.43184
0.47321,0.48274,0.43582
0.47713,0.48671,0.4398
0.48105,0.49067,0.44379
0.48496,0.49463,0.44777
0.48887,0.49858,0.45176
0.49278,0.50254,0.45576
0.49669,0.50648,0.45975
0.5006,0.51043,0.46375
0.50451,0.51437,0.46775
0.50841,0.51831,0.47175
0.51232,0.52224,0.47576
0.51622,0.52617,0.47976
0.52012,0.53009,0.48377
0.52402,0.53402,0.48778
0.52792,0.53794,0.4918
0.53182,0.54185,0.49582
0.53572,0.54576,0.49983
0.53961,0.54967,0.50386
0.54351,0.55358,0.50788
0.5474,0.55748,0.51191
0.55129,0.56138,0.51593
0.55518,0.56527,0.51996
0.55907,0.56916,0.524
0.56296,0.57305,0.52803
0.56684,0.57694,0.53207
0.57073,0.58082,0.53611
0.57461,0.5847,0.54015
0.5785,0.58858,0.5442
0.58238,0.59245,0.54824
0.58626,0.59632,0.55229
0.59014,0.60019,0.55634
0.59402,0.60405,0.56039
0.5979,0.60791,0.56445
0.60177,0.61177,0.5685
0.60565,0.61562,0.57256
0.60952,0.61948,0.57662
0.6134,0.62332,0.58069
0.61727,0.62717,0.58475
0.62114,0.63101,0.58882
0.62501,0.63485,0.59289
0.62888,0.63869,0.59696
0.63275,0.64253,0.60103
0.63661,0.64636,0.60511
0.64048,0.65019,0.60918
0.64434,0.65401,0.61326
0.64821,0.65784,0.61735
0.65207,0.66166,0.62143
0.65593,0.66548,0.62551
0.65979,0.66929,0.6296
0.66365,0.67311,0.63369
0.66751,0.67692,0.63778
0.67137,0.68072,0.64187
0.67523,0.68453,0.64597
0.67908,0.68833,0.65006
0.68294,0.69213,0.65416
0.68679,0.69593,0.65826
0.69064,0.69972,0.66236
0.6945,0.70352,0.66647
0.69835,0.70731,0.67057
0.7022,0.71109,0.67468
0.70605,0.71488,0.67879
0.7099,0.71866,0.6829
0.71374,0.72244,0.68701
0.71759,0.72622,0.69113
0.72143,0.73,0.69524
0.72528,0.73377,0.69936
0.72912,0.73754,0.70348
0.73297,0.74131,0.7076
0.73681,0.74507,0.71173
0.74065,0.74884,0.71585
0.74449,0.7526,0.71998
0.74833,0.75636,0.72411
0.75217,0.76012,0.72824
0.756,0.76387,0.73237
0.75984,0.76762,0.7365
0.76368,0.77137,0.74064
0.76751,0.77512,0.74477
0.77135,0.77887,0.74891
0.77518,0.78261,0.75305
0.77901,0.78635,0.75719
0.78284,0.79009,0.76134
0.78667,0.79383,0.76548
0.7905,0.79756,0.76963
0.79433,0.80129,0.77378
0.79816,0.80503,0.77793
0.80199,0.80875,0.78208
0.80582,0.81248,0.78623
0.80964,0.8162,0.79039
0.81347,0.81993,0.79454
0.81729,0.82365,0.7987
0.82112,0.82737,0.80286
0.82494,0.83108,0.80702
0.82876,0.8348,0.81118
0.83258,0.83851,0.81535
0.8364,0.84222,0.81951
0.84022,0.84593,0.82368
0.84404,0.84963,0.82785
0.84786,0.85334,0.83202
0.85168,0.85704,0.83619
0.85549,0.86074,0.84036
0.85931,0.86444,0.84454
0.86312,0.86813,0.84872
0.86694,0.87183,0.85289
0.87075,0.87552,0.85707
0.87457,0.87921,0.86125
0.87838,0.8829,0.86543
0.88219,0.88659,0.86962
0.886,0.89027,0.8738
0.88981,0.89395,0.87799
0.89362,0.89764,0.88218
0.89743,0.90132,0.88637
0.90124,0.90499,0.89056
0.90504,0.90867,0.89475
0.90885,0.91234,0.89894
0.91265,0.91602,0.90314
0.91646,0.91969,0.90733
0.92026,0.92335,0.91153
0.92407,0.92702,0.91573
0.92787,0.93069,0.91993
0.93167,0.93435,0.92413
0.93547,0.93801,0.92834
0.93928,0.94167,0.93254
0.94308,0.94533,0.93675
0.94688,0.94899,0.94096
0.95067,0.95264,0.94516
0.95447,0.95629,0.94937
0.95827,0.95995,0.95359
0.96207,0.96359,0.9578
0.96586,0.96724,0.96201
0.96966,0.97089,0.96623
0.97345,0.97453,0.97045
0.97725,0.97818,0.97466
0.98104,0.98182,0.97888
0.98483,0.98546,0.9831
0.98863,0.9891,0.98733
0.99242,0.99273,0.99155
0.99621,0.99637,0.99577
1,1,1
